FileName,ESV_corrected,ESC_corrected_frame,EDV_corrected,EDV_corrected_frame,PixelDifference,TotalFrames
0X23FAB252614B31A.avi,850,128,1414,110,564,2
0X23FCF45E798060D0.avi,2015,187,3085,148,1070,2
0X240DC6905435E17B.avi,1131,55,1611,38,480,2
0X240E0BC8345AB153.avi,1559,73,2648,54,1089,2
0X241057582EE5420E.avi,1169,64,2153,55,984,2
0X2411B3C3F8748A26.avi,897,110,1517,91,620,2
0X2414B3661FDBF9C3.avi,977,61,1664,43,687,2
0X241E08BD87DD9251.avi,990,113,1709,99,719,2
0X241F39470B521282.avi,1106,68,1739,53,633,2
0X2427A56346ED7F61.avi,1460,134,1909,116,449,2
0X242B658934E3E2AE.avi,1081,110,1609,93,528,2
0X242CB7F150E2C5AA.avi,742,76,1123,60,381,2
0X2430FD0356057728.avi,2217,125,3163,104,946,2
0X2432016D32614048.avi,611,85,1132,72,521,2
0X24337F79C53AD299.avi,968,96,1352,77,384,2
0X24346E6B95219B70.avi,1379,132,2294,118,915,2
0X24362254069DD61B.avi,502,79,805,63,303,2
0X2439B4EB7F068E2A.avi,1114,90,1628,75,514,2
0X2439D556A91476D3.avi,1126,69,1771,52,645,2
0X243C32CAE420170B.avi,2439,107,2995,91,556,2
0X243FDE8AE0A05B6F.avi,2129,113,2572,98,443,2
0X24429BE93EA20EA0.avi,899,16,1434,4,535,2
0X2445E24972D9082C.avi,1145,18,2129,2,984,2
0X244B43804C53EDB1.avi,1406,99,2341,80,935,2
0X244C21A1DE9C2E9B.avi,925,18,1577,2,652,2
0X244C8BF642C90DA7.avi,1343,205,2289,185,946,2
0X244CAB3550320216.avi,1414,209,2423,191,1009,2
0X244FC0ACE784DDF8.avi,853,101,1374,84,521,2
0X245274A42C2D825.avi,874,144,1516,131,642,2
0X24543F8B04D98E65.avi,1168,135,1522,123,354,2
0X245BB0CA4EA502B6.avi,812,63,1254,46,442,2
0X24609A701DBC258E.avi,1664,63,2462,48,798,2
0X2461DF4B5870DBC4.avi,1521,50,1749,38,228,2
0X24669F82F91D85C9.avi,850,48,1354,33,504,2
0X246B8C7FCA4D818D.avi,975,50,1463,37,488,2
0X246D33ADC0084497.avi,1027,70,1683,55,656,2
0X246D58B781EFA3A2.avi,776,71,1239,55,463,2
0X24708E2D3F05391F.avi,1042,149,1656,133,614,2
0X2478857A75A6F4E7.avi,867,73,1393,56,526,2
0X247B5634CCC3377C.avi,860,79,1294,60,434,2
0X247FC8D31B4E44B7.avi,1120,81,1845,61,725,2
0X248229014E7A20A9.avi,1732,53,2821,35,1089,2
0X2485A9135A333814.avi,1319,78,2085,57,766,2
0X24889AD4250280C9.avi,2871,162,3256,146,385,2
0X2489A40319D6990E.avi,877,110,1248,92,371,2
0X2490B0F4C6B72FD2.avi,1702,82,3167,73,1465,2
0X2492BC93BE9264ED.avi,1217,51,2100,40,883,2
0X249901C1E8BF28AA.avi,1110,120,1915,106,805,2
0X2499AD2830EAF683.avi,1079,57,1827,45,748,2
0X249FE2498B57B632.avi,1015,117,1513,106,498,2
0X24A8A07492EDC214.avi,1227,72,1960,53,733,2
0X24ADF09C5E5972E0.avi,989,41,1351,32,362,2
0X24B3D97148F6484B.avi,1097,99,1742,83,645,2
0X24B3DECAE59D63C9.avi,1097,69,1625,54,528,2
0X24BC1D83B332BEB6.avi,818,82,1293,67,475,2
0X24BE53A4193FF10D.avi,769,172,1259,154,490,2
0X24C05ADF764D0216.avi,976,116,1414,101,438,2
0X24C20970C045D12E.avi,980,66,1594,49,614,2
0X24C59DA367132337.avi,1395,39,1488,25,93,2
0X24C8EA32354AEA68.avi,2077,88,3455,76,1378,2
0X24C9CCB070DF24A2.avi,1028,66,1431,48,403,2
0X24D4438DC51DFA0E.avi,913,85,1204,71,291,2
0X24DB1B4036794813.avi,1352,88,2376,73,1024,2
0X24DB845BE8C32224.avi,1363,57,1993,44,630,2
0X24DBD52BC75C4180.avi,1104,19,1578,4,474,2
0X24DCAB4C07F1AD8D.avi,936,68,1288,55,352,2
0X24DDDEF00414EBC9.avi,1084,47,1713,28,629,2
0X24DEA0FED8614873.avi,2147,140,2479,107,332,2
0X24DFAB969E9BD3E0.avi,1782,128,3066,107,1284,2
0X24DFC8851585B0DD.avi,1704,91,2484,77,780,2
0X24E187AB50EC7783.avi,1514,31,3013,19,1499,2
0X24E87BD3601FCACD.avi,1872,17,2719,2,847,2
0X24EA617BDDDE90F7.avi,1636,90,2002,73,366,2
0X24EE7C86ABF22F86.avi,1730,106,2527,90,797,2
0X24EFBC61D076595F.avi,1870,104,2513,90,643,2
0X24F61C272DE6EE2C.avi,1098,101,1546,90,448,2
0X24FD10BD50809882.avi,1432,93,2256,75,824,2
0X24FE367014EDA4DD.avi,1154,79,1745,57,591,2
0X24FEF7D294B35A5B.avi,1696,59,2793,45,1097,2
0X250244FCEBCBC052.avi,820,115,1183,108,363,2
0X2505AECEA36CF52.avi,825,93,1271,78,446,2
0X25067F9AEA265A46.avi,990,60,1514,49,524,2
0X2507255D8DC30B4E.avi,1689,100,2885,0,1196,2
0X250C2239FCD3BC30.avi,1872,157,3237,138,1365,2
0X250C34BB262848FB.avi,831,66,1420,50,589,2
0X25153E9120D31CC8.avi,2822,84,4516,70,1694,2
0X25167816F5C51BF9.avi,1145,119,1632,105,487,2
0X2516D09AA3CCE8BD.avi,1535,100,1827,80,292,2
0X25189F2E27A7255B.avi,1127,134,1836,112,709,2
0X251EDDF07FB24ACF.avi,1097,62,1634,43,537,2
0X251F4272F05D83ED.avi,948,50,1543,37,595,2
0X252021CE18C83D44.avi,1242,57,1636,42,394,2
0X25207D09933DFD43.avi,841,68,1350,51,509,2
0X2520973CB1749031.avi,2098,57,3738,40,1640,2
0X252C6960C9AF4343.avi,851,71,1471,52,620,2
0X252E1DC0C5961D6C.avi,1312,53,1894,42,582,2
0X25300D8E61A12BC1.avi,1155,68,1568,50,413,2
0X2532193930C4999E.avi,1684,71,2684,53,1000,2
0X253BCEAF26478E57.avi,1383,15,1605,0,222,2
0X253C4E380393A2D2.avi,1371,63,1999,52,628,2
0X253C90A225AEF537.avi,1200,116,2007,99,807,2
0X2540790A197DB384.avi,1177,100,2088,75,911,2
0X2542AA1A14E87A14.avi,1493,116,2507,97,1014,2
0X2544717E45506688.avi,1310,117,1983,101,673,2
0X2546A823617AE567.avi,826,57,1303,42,477,2
0X2549CEDB5C42998D.avi,1905,98,2563,81,658,2
0X254ABDAB4EA3EDF1.avi,1127,15,2120,2,993,2
0X254E038B4BBEA091.avi,1478,77,2629,64,1151,2
0X254E359564F8F57B.avi,971,96,1550,84,579,2
0X254EAC7CF9705B92.avi,846,64,1268,49,422,2
0X25522AD7521D4273.avi,1311,127,1755,112,444,2
0X2553AFE4965ECA1E.avi,972,70,1634,51,662,2
0X25553AEB1C8D0B7D.avi,1258,84,1952,61,694,2
0X2558A02B9C207AB7.avi,1036,53,1558,36,522,2
0X255B6F7F23189FC3.avi,1199,105,1971,86,772,2
0X255CF282AD77EF.avi,1000,66,1514,57,514,2
0X255D1BAE852D2D09.avi,976,53,1561,37,585,2
0X256237754531D2A2.avi,1002,16,1532,3,530,2
0X25624BE57690EB19.avi,998,69,1583,53,585,2
0X2564F370E5D14459.avi,1067,69,1775,53,708,2
0X25651736878239CE.avi,942,78,1518,61,576,2
0X2566A541FE945277.avi,858,63,1233,45,375,2
0X25698E5F54BE0698.avi,1188,16,2126,3,938,2
0X256A9030D9AB77FD.avi,1112,17,1658,5,546,2
0X256B5ADEF784F5FA.avi,1161,119,2105,104,944,2
0X256B964D43ED2F4C.avi,2103,66,2702,49,599,2
0X257DBA22CD382E13.avi,1018,65,1735,49,717,2
0X257E206A79A1586C.avi,820,100,1421,81,601,2
0X257EF0B5775B242F.avi,1547,60,1822,44,275,2
0X2584F54C17C798FF.avi,600,90,818,78,218,2
0X258CC502191AF4EC.avi,958,51,1629,36,671,2
0X25907540CCAE26A4.avi,1105,88,1774,71,669,2
0X259464E770C6A619.avi,1517,80,1697,68,180,2
0X25964FF07BC01F9F.avi,1634,63,2440,42,806,2
0X2596A4518C3B0F1D.avi,1250,146,2031,128,781,2
0X2596D75079E57033.avi,1506,128,2387,113,881,2
0X259876A5AE3180F9.avi,1205,71,1974,54,769,2
0X259BD7856D76C702.avi,1282,57,2252,41,970,2
0X259C94B50AFAD96B.avi,1164,76,1435,65,271,2
0X259CB75B5D7E779C.avi,1020,173,1427,153,407,2
0X259CBD1FA6358DC.avi,1414,70,2246,51,832,2
0X259D527FD2BEAECD.avi,2009,51,2404,33,395,2
0X25A6935E6A8C35CD.avi,865,70,1278,51,413,2
0X25A6EA066D812683.avi,1572,60,1973,40,401,2
0X25A7456549F3C925.avi,959,65,1521,46,562,2
0X25A8434F6D4F2256.avi,1179,181,1979,158,800,2
0X25B0A5E678CC4D13.avi,1168,108,1846,92,678,2
0X25B9B8065140E94A.avi,1247,120,1542,102,295,2
0X25BD4EC399A57695.avi,661,14,1461,0,800,2
0X25BF7A8880B7E925.avi,1046,81,1243,66,197,2
0X25C020CCF59979A4.avi,1622,71,2594,52,972,2
0X25C4CF4384EAA0FA.avi,1280,103,2187,87,907,2
0X25C5D78648D39291.avi,1682,20,2748,1,1066,2
0X25CB97C76159F8E9.avi,1279,113,1738,96,459,2
0X25D144CE38BAC3B5.avi,1095,106,1725,86,630,2
0X25D1BFBDD75BFAAE.avi,774,120,1365,106,591,2
0X25D22CAAFC2F06F2.avi,1874,73,2675,56,801,2
0X25D27D50A4C85F88.avi,1148,173,1838,159,690,2
0X25D3F22462D32922.avi,852,63,1419,47,567,2
0X25D630E0245B8D8.avi,746,43,1356,30,610,2
0X25D970C75A57B3F2.avi,1026,16,1430,0,404,2
0X25DD6BFF7103EB50.avi,1162,71,1843,53,681,2
0X25E1A2FEB38D5C1A.avi,1015,65,1570,44,555,2
0X25E3D9E8E02E9F8C.avi,1387,60,2128,44,741,2
0X25E51194DDD25625.avi,1546,107,2416,96,870,2
0X25E65648D14CF132.avi,1703,182,2576,162,873,2
0X25EA04C3BB5BD73A.avi,793,138,1200,126,407,2
0X25F3ABD0BC56E0FC.avi,1423,125,2302,109,879,2
0X25FDAC4206518E5D.avi,1868,84,3198,64,1330,2
0X260124F79F295A76.avi,1964,79,3172,62,1208,2
0X260767549892A590.avi,1520,14,1891,0,371,2
0X260789ADF320D4F8.avi,1466,23,2231,2,765,2
0X2608D27FDE98149F.avi,1143,55,1708,38,565,2
0X260C36268AE552EB.avi,1116,123,1845,111,729,2
0X260C383010AEF14B.avi,2352,108,3090,91,738,2
0X260D4D63B7684BDD.avi,1605,90,1814,75,209,2
0X2617EE50F758E3C5.avi,1573,61,1926,45,353,2
0X26206D5594CF7FB2.avi,1982,84,2359,71,377,2
0X2620ED756670917C.avi,1261,64,2177,49,916,2
0X26253C5173D9E765.avi,1247,75,1956,59,709,2
0X262735F84D104CDD.avi,1530,80,2409,63,879,2
0X262D48995AF25D8D.avi,1464,62,2606,46,1142,2
0X262EA10B2898736E.avi,1295,65,1868,56,573,2
0X2630F7B1E8035F5B.avi,1511,117,1807,102,296,2
0X2635B9BFE175C8E4.avi,1053,66,1611,45,558,2
0X263A95AED78DF1B2.avi,1044,20,1823,0,779,2
0X263BDA8DEDBBDBAA.avi,1196,73,1771,55,575,2
0X263C6A56C2FAA248.avi,739,54,1259,37,520,2
0X2641B2DB74DE3FF1.avi,980,35,1584,24,604,2
0X26444E1ACD4FE90F.avi,1000,69,1537,55,537,2
0X2649959DDB6CA52B.avi,903,58,1482,46,579,2
0X264B6A93D7EE624A.avi,1677,23,2238,3,561,2
0X264C65C2ABBD368.avi,1211,91,1947,73,736,2
0X264CFB8943A84B48.avi,919,42,1426,30,507,2
0X264FE9E65AF38F05.avi,1433,31,2112,5,679,2
0X2651CD8338B30EB.avi,1011,123,1505,107,494,2
0X26549E8D48ABC8DC.avi,1039,68,1455,55,416,2
0X2654E4234D69980A.avi,1025,74,1617,58,592,2
0X265A95FC3A21FE5.avi,1248,65,1833,48,585,2
0X265D6BCE92090FFC.avi,1037,81,1552,59,515,2
0X265F7C106F4A0B62.avi,1719,53,2540,36,821,2
0X2660492955910B85.avi,1363,53,1821,38,458,2
0X26626AAEFAAEEC0.avi,1066,13,1834,0,768,2
0X26635CBAB84870AA.avi,877,143,1465,127,588,2
0X2665FA8EF7EEDA20.avi,1241,102,1997,86,756,2
0X266AD7E3C2CC1BE.avi,969,60,1602,46,633,2
0X266D751D516B1711.avi,1862,184,2932,163,1070,2
0X267065C982C08D41.avi,1383,109,2139,89,756,2
0X2670CCCA311E7C7D.avi,1885,108,3080,92,1195,2
0X2671B367BF1DBB8B.avi,1142,126,1836,105,694,2
0X26760E1AE0AA7123.avi,901,57,1415,42,514,2
0X2676C392F6C80EBD.avi,1410,16,2146,4,736,2
0X267B31C01341EDBA.avi,1610,65,2303,46,693,2
0X267E2148259DAA74.avi,669,67,1047,53,378,2
0X267E5D3B36A34A6C.avi,1408,49,2126,31,718,2
0X26804C474CA9671C.avi,1440,41,2213,31,773,2
0X268D722E60E6E7EC.avi,1836,102,2971,87,1135,2
0X26902A58F384934F.avi,668,16,1065,2,397,2
0X2694F675274D5ED6.avi,983,75,1526,57,543,2
0X2698E0A4C8C7777C.avi,1143,96,1782,79,639,2
0X269BDCE2A6A294AB.avi,1185,69,1789,55,604,2
0X26A12BDA55DE0DDE.avi,1637,90,2035,75,398,2
0X26A8F239F3777D92.avi,1740,52,1948,35,208,2
0X26A955191AA5D386.avi,751,137,1184,119,433,2
0X26ABE39755AB6CA8.avi,883,62,1338,49,455,2
0X26AC778A988D76C1.avi,1167,87,1917,69,750,2
0X26ACBFDFA9C147C6.avi,892,49,1470,36,578,2
0X26B10F18D3BA321B.avi,1044,20,1699,1,655,2
0X26B209C0083A4AD5.avi,1561,56,2155,41,594,2
0X26B4D2AD6ECD2F2.avi,1276,65,1819,45,543,2
0X26B75629377907FA.avi,1819,105,2128,92,309,2
0X26BCB772A8DD9BEC.avi,1934,55,2820,38,886,2
0X26C216A513F3EE72.avi,652,61,929,48,277,2
0X26C6F8397D6EC0.avi,1343,133,2197,120,854,2
0X26C7FACA5C9DFA73.avi,996,82,1263,68,267,2
0X26C9C9504E3472BC.avi,1381,60,1833,46,452,2
0X26CCB26A138F5904.avi,1398,65,2404,42,1006,2
0X26CCD2B933FE44D1.avi,943,115,1403,100,460,2
0X26CD1BC6C11A3861.avi,714,58,1159,42,445,2
0X26CF0F0BCD885F65.avi,1494,23,2459,4,965,2
0X26DC58E11003BCA1.avi,1351,97,2054,83,703,2
0X26DCA2BE77293D2D.avi,1040,66,1367,55,327,2
0X26DCCCBC2614214.avi,1489,61,2184,45,695,2
0X26DD260B02C5900C.avi,952,53,1672,42,720,2
0X26DDEAE1C3A6A05.avi,990,110,1604,100,614,2
0X26E20CDE56AEEAF3.avi,1269,20,2106,4,837,2
0X26E2492AD4BD86A9.avi,1205,60,2029,46,824,2
0X26E286395968E8C2.avi,911,47,1565,34,654,2
0X26E3E2CF4D4EC82B.avi,1680,100,2484,81,804,2
0X26E6C7FBCBD4AB54.avi,1244,21,1999,1,755,2
0X26EA0A49954B4816.avi,1185,66,1874,51,689,2
0X26EB82C1481E10E7.avi,894,49,1456,35,562,2
0X26EBEDBF286CD649.avi,716,113,1070,97,354,2
0X26F143D493EF7B90.avi,1149,157,1754,145,605,2
0X26F4ACC4D1DE761E.avi,885,130,1099,110,214,2
0X2704E5FD2037088E.avi,979,47,1487,34,508,2
0X27077CF4CF371370.avi,1738,235,3018,200,1280,2
0X2709CA13E0E58743.avi,1616,93,2909,76,1293,2
0X270BF3E8EC3136C9.avi,1168,86,1798,58,630,2
0X27135E2E874381AA.avi,1325,119,2180,103,855,2
0X271545171DA5B5F5.avi,1015,88,1554,66,539,2
0X27187ECFBEB82A72.avi,631,91,1053,69,422,2
0X271A48B44C62AFDA.avi,1683,13,2518,0,835,2
0X271C112B61F00E3A.avi,1747,129,2970,114,1223,2
0X271C3AE602E3785C.avi,1915,73,2856,54,941,2
0X272447C91729F139.avi,1056,56,1486,41,430,2
0X27250C8B6DF1D971.avi,518,60,1035,39,517,2
0X2728207F531EE47D.avi,1172,53,2005,40,833,2
0X272940207C572D60.avi,1129,77,1430,57,301,2
0X272A1770B9F8E6A0.avi,1693,99,1926,81,233,2
0X272CBEA136AB2FC5.avi,1909,59,2941,44,1032,2
0X272D953C352803EA.avi,1557,73,1841,53,284,2
0X27350E8706E23F95.avi,1444,151,1977,132,533,2
0X2736D654E5082786.avi,893,18,1532,0,639,2
0X273A6EE131B06F89.avi,972,54,1679,35,707,2
0X273A8DAD815E005C.avi,1537,106,2117,91,580,2
0X273E4A9DF1C9DAC9.avi,724,70,1147,52,423,2
0X274474F672CA7CCA.avi,1559,15,2308,0,749,2
0X2749DB8810BA40F9.avi,1013,57,1655,43,642,2
0X27508F921B0D7D12.avi,1488,112,2625,94,1137,2
0X2752526D9BC50FE3.avi,1920,65,2917,47,997,2
0X2753C50A8B05D7D5.avi,1035,84,1592,72,557,2
0X2754B4D0ABE17BD0.avi,1908,99,2256,81,348,2
0X2755371160DC96FC.avi,1165,84,1755,57,590,2
0X275ABCD76B8D34C0.avi,1192,77,1435,64,243,2
0X275B6562C2CAB56D.avi,975,55,1572,42,597,2
0X275C7438812C25A1.avi,829,115,1404,101,575,2
0X276409ED976E48CA.avi,1066,60,1848,40,782,2
0X2764D7135244AB7A.avi,1234,96,1987,79,753,2
0X2768CE554B3E0BED.avi,1387,163,2185,146,798,2
0X276B38EA6C9DED77.avi,1420,55,2149,39,729,2
0X276C46369286E618.avi,1021,72,1435,65,414,2
0X276DED2DD51341DA.avi,1027,71,1684,52,657,2
0X2774E9E5AFD94FFD.avi,1598,73,1799,49,201,2
0X2774EAE17709B110.avi,1556,121,2502,105,946,2
0X2776B06CA00EE370.avi,1155,129,1894,115,739,2
0X2778AF8121E07236.avi,1761,50,3127,37,1366,2
0X277FC348812C0E79.avi,1692,90,1932,74,240,2
0X27836E538BD008A.avi,1435,69,2224,49,789,2
0X278A875DF27E7F42.avi,1107,86,1641,70,534,2
0X2790203453E55347.avi,1288,101,1862,84,574,2
0X2795D1D6CC01F594.avi,1092,62,1836,44,744,2
0X2795F92CA80D4F5F.avi,772,64,1057,45,285,2
0X2797ABAED6ABCE28.avi,2553,102,3123,83,570,2
0X279B82BB85870F8D.avi,1131,80,1542,70,411,2
0X279CA7868FB35FB2.avi,1948,84,3101,69,1153,2
0X27A14489647DFCB.avi,1157,13,1160,1,3,2
0X27A172BEF8B816CD.avi,1009,49,1893,32,884,2
0X27A4A5840BC00390.avi,1944,126,3054,107,1110,2
0X27AB73CC472E519D.avi,1600,60,2755,38,1155,2
0X27AD2D53372C8B2C.avi,1298,70,2215,52,917,2
0X27AE655830163CF2.avi,927,108,1532,89,605,2
0X27B4E7A56393A167.avi,1678,123,2606,104,928,2
0X27B83995F6D5BDBB.avi,727,78,1193,63,466,2
0X27BBC1D9367BD3F.avi,2368,84,3637,61,1269,2
0X27BF8122053FB24F.avi,1075,116,1718,105,643,2
0X27C0E8036DA99281.avi,1668,136,2591,117,923,2
0X27C871612E887EF6.avi,1824,116,3025,96,1201,2
0X27CA6FFE2C5843BD.avi,875,14,1143,0,268,2
0X27CC9C6EAF53A68F.avi,1993,76,3056,58,1063,2
0X27D24C1F2489FB74.avi,1532,61,1851,45,319,2
0X27DE40A84F577EBD.avi,1187,108,1782,98,595,2
0X27E3BABA985C6485.avi,1327,102,2009,88,682,2
0X27E5A824236613DF.avi,1309,100,1870,85,561,2
0X27E5FF18C326FC22.avi,1632,68,2553,51,921,2
0X27E8DE815C310DE2.avi,3782,121,6713,95,2931,2
0X27EBBB70B35C2BDF.avi,1116,100,1940,81,824,2
0X27ED61D9D1D7C33.avi,767,52,1104,39,337,2
0X27F9E56828CA9A79.avi,1056,75,1823,58,767,2
0X27FB927A584A359C.avi,875,16,1342,0,467,2
0X2800557D97ACA8FA.avi,700,134,1114,117,414,2
0X2802CA3B99221213.avi,1058,110,1551,94,493,2
0X280B7441A7E287B2.avi,737,117,942,1,205,2
0X280E7E6433076E5B.avi,1990,82,2983,68,993,2
0X2812459832695FC3.avi,1390,55,1669,42,279,2
0X281A54A385859C72.avi,840,179,1369,166,529,2
0X281BFB3D114BB83A.avi,1650,96,2857,78,1207,2
0X28236C2AA117D80B.avi,1446,98,2073,88,627,2
0X28259FC1DD8D4DCC.avi,1395,104,1597,92,202,2
0X2826DDFD5A2904F4.avi,908,66,1529,49,621,2
0X282AA53113273C8B.avi,1114,116,1711,103,597,2
0X282CA4F9C50B6F6B.avi,1421,86,2114,68,693,2
0X2833102D81E9117C.avi,1002,69,1344,51,342,2
0X2835A031AB3FF693.avi,1020,71,1573,55,553,2
0X2837905EB4C648A6.avi,3234,155,5387,132,2153,2
0X283B9F3D9498F401.avi,874,70,1405,55,531,2
0X283E07E657955D9D.avi,1950,51,2136,36,186,2
0X283EA34320D8C58B.avi,996,148,1569,136,573,2
0X283F3C018BBAA3FB.avi,1019,71,1588,53,569,2
0X2840438B29E95F1F.avi,1169,170,1861,154,692,2
0X2841EE2AE1958F10.avi,1064,102,1648,85,584,2
0X28482EB3CD2FDA9D.avi,1986,72,2743,59,757,2
0X284834DEEBB7C5C2.avi,1169,79,1895,57,726,2
0X284D36D6CA672984.avi,988,173,1692,153,704,2
0X284DA4EF4567F673.avi,1325,59,1840,41,515,2
0X2851536849A2542B.avi,1226,52,1598,39,372,2
0X2851818C006989E0.avi,1000,179,1781,158,781,2
0X2855741E46DF1FA3.avi,831,58,1258,43,427,2
0X285939779C4DBE60.avi,846,50,1120,34,274,2
0X285B6CE9FA9200E1.avi,880,238,1356,212,476,2
0X2863C1D767AA05C.avi,902,60,1235,42,333,2
0X286661146EB02EE4.avi,437,76,738,63,301,2
0X286856FF99946B18.avi,908,129,1472,113,564,2
0X286CE13D5E499A83.avi,868,66,1458,45,590,2
0X2870FB8B7A63E9F7.avi,1087,51,1675,36,588,2
0X28712788DD9BC1B6.avi,2847,120,3244,98,397,2
0X2871AB68D43C2FAE.avi,822,90,1232,74,410,2
0X2871C2C07B263E65.avi,2389,25,4230,3,1841,2
0X2878D9240A9B5CC4.avi,1298,17,1854,2,556,2
0X287940BA389ACFE8.avi,1175,61,1671,42,496,2
0X287AFCC7F6DEED83.avi,1670,145,2729,112,1059,2
0X287BF355C298ACA.avi,1595,140,2422,124,827,2
0X287C85967E202E62.avi,1088,61,1718,45,630,2
0X2882179032E434E1.avi,1840,22,2479,13,639,2
0X28845A25C055F9DC.avi,2190,16,2417,8,227,2
0X2889D8C33077C148.avi,794,79,1388,57,594,2
0X288EB79F76CDA89F.avi,1512,74,1754,66,242,2
0X28903421E8658F6A.avi,1451,86,1786,73,335,2
0X28917531761A46E7.avi,1343,14,2122,2,779,2
0X28923B334611CFC1.avi,944,65,1344,46,400,2
0X2893E0784C56B75.avi,704,53,1132,41,428,2
0X28957333BC12D494.avi,1258,80,2017,112,759,2
0X28957EA81265C8D9.avi,1195,96,2150,83,955,2
0X28980B95F9769CE7.avi,1533,21,2361,3,828,2
0X28A2034B93DBE0D6.avi,468,51,668,34,200,2
0X28A422DF50B05663.avi,672,104,1137,85,465,2
0X28AABB6786125B68.avi,1490,53,1831,40,341,2
0X28B349884BCB88D2.avi,1526,75,1886,53,360,2
0X28B494298CA73B42.avi,898,49,1423,36,525,2
0X28B77DCB71D1245A.avi,1096,120,1749,96,653,2
0X28B8302CC1B2FCB.avi,1259,108,2284,91,1025,2
0X28BD4F110426601C.avi,1103,27,1569,2,466,2
0X28C73B18FDF845BC.avi,3382,194,4049,179,667,2
0X28C95C58B1790E20.avi,702,77,1119,61,417,2
0X28C9F49BA9170823.avi,958,76,1587,62,629,2
0X28CA9C46619120F3.avi,1750,59,2484,45,734,2
0X28CB8784368E0723.avi,925,82,1293,67,368,2
0X28CFBCA1B785A2F2.avi,1305,62,1997,45,692,2
0X28CFCF51E65B1B31.avi,600,114,888,98,288,2
0X28D1BD6F5325C92C.avi,846,104,1453,91,607,2
0X28D708482E66EDE5.avi,998,86,1638,71,640,2
0X28DDDD1528582978.avi,1414,48,2373,33,959,2
0X28DDF77DCDD5982A.avi,843,63,1296,50,453,2
0X28E0837117794467.avi,1079,16,1404,0,325,2
0X28E57A04871E4BC0.avi,1258,107,2036,88,778,2
0X28E5D0919BC9A280.avi,946,97,1326,80,380,2
0X28EA2B0204CD390C.avi,884,80,1437,59,553,2
0X28EAD9701FAB642B.avi,787,113,1519,93,732,2
0X28EDD31B54CBEBD9.avi,1868,132,2426,106,558,2
0X28EDDD27E7D737BB.avi,842,116,1502,104,660,2
0X28EF4C40DB0E777D.avi,1251,98,2223,81,972,2
0X28F054EA79CDB082.avi,891,139,1139,125,248,2
0X28F2E8C16B4A4974.avi,1203,101,1959,75,756,2
0X28F376B3A1AC9A38.avi,1692,68,2359,50,667,2
0X28F676EC204B892.avi,1614,59,1693,48,79,2
0X28FB1162DC7E5985.avi,1422,129,2267,100,845,2
0X28FBB5E92B4E4970.avi,2792,193,3410,173,618,2
0X28FC7D7A02E982B1.avi,974,59,1429,41,455,2
0X290387F4D1B37AE0.avi,784,75,1259,55,475,2
0X29044407543B4ED0.avi,1399,42,1497,30,98,2
0X29088E4297D24753.avi,669,68,1009,50,340,2
0X2909743644F8B146.avi,975,93,1525,78,550,2
0X290C040A358C02C1.avi,854,99,1341,87,487,2
0X29148E0F44A62490.avi,2548,78,3644,56,1096,2
0X2918B2872C91B115.avi,603,93,1029,79,426,2
0X291C4F5273C6D916.avi,562,60,883,46,321,2
0X29205B46A897CCE4.avi,1309,62,1564,45,255,2
0X2925FF720D4E48F.avi,1091,125,1943,98,852,2
0X292971284482F563.avi,1204,147,1878,129,674,2
0X292A1F9335000CC5.avi,920,72,1482,54,562,2
0X292BD6E101B932B9.avi,1153,66,1742,49,589,2
0X292CF3666916BFEE.avi,1005,59,1620,46,615,2
0X2936BE5BD2B454BE.avi,1450,61,1685,43,235,2
0X29372D09CBD2D8D0.avi,1156,60,1810,45,654,2
0X293C81AED2A80133.avi,991,112,1663,88,672,2
0X293C9951DFBCD9D8.avi,1403,81,2369,58,966,2
0X293D1E326007C469.avi,883,120,1331,106,448,2
0X293DC06147AADAD2.avi,1019,18,1596,3,577,2
0X293E8502D91120B4.avi,1631,45,1831,32,200,2
0X294BA2FC928E6983.avi,2261,109,2655,90,394,2
0X294D929C1B18A74C.avi,627,49,984,39,357,2
0X29576307FEE7F10E.avi,1910,94,2291,77,381,2
0X29582FA0A66ECA89.avi,1517,63,2160,43,643,2
0X2959FF1D90DC5714.avi,1346,96,1644,80,298,2
0X295CBC8E87EBEA7E.avi,1045,53,1599,36,554,2
0X295D7794423319AD.avi,1571,102,2021,86,450,2
0X296284667D0B48F7.avi,1052,61,1707,47,655,2
0X2962BA442DE9E45B.avi,1179,90,1692,75,513,2
0X29640FD5E676FCF2.avi,1187,118,1883,105,696,2
0X2966D3700CD4B8B5.avi,2289,32,3277,14,988,2
0X29670BE6399C86BC.avi,941,61,1389,48,448,2
0X296BF1BFDF695E01.avi,1272,133,1925,115,653,2
0X296D27E36A3B10B1.avi,1725,21,2618,1,893,2
0X296F1EF6CF0AFE57.avi,1424,70,2336,47,912,2
0X2971776F0E51B880.avi,1015,172,1279,153,264,2
0X29735078772CEC7C.avi,1157,104,1623,88,466,2
0X2973BE861413FD44.avi,1160,191,1748,174,588,2
0X2975F53722811E61.avi,1479,73,2324,57,845,2
0X297C35461EDC1C32.avi,492,62,781,51,289,2
0X297F7F40A699959B.avi,2214,144,2420,127,206,2
0X2980C863A2001D4F.avi,3322,318,4044,286,722,2
0X298127FA6EF9AE66.avi,1101,101,1802,81,701,2
